Date,Price,Open,High,Low
16-Mar-88,101.83,101.83,101.83,101.83
17-Mar-88,102.81,102.81,102.81,102.81
18-Mar-88,102.36,102.36,102.36,102.36
21-Mar-88,101.61,101.61,101.61,101.61
22-Mar-88,101.87,101.87,101.87,101.87
23-Mar-88,101.85,101.85,101.85,101.85
24-Mar-88,101.06,101.06,101.06,101.06
25-Mar-88,100.64,100.64,100.64,100.64
28-Mar-88,100,100,100,100
29-Mar-88,101.13,101.13,101.13,101.13
30-Mar-88,101.05,101.05,101.05,101.05
31-Mar-88,100.61,100.61,100.61,100.61
1-Apr-88,100.32,100.32,100.32,100.32
4-Apr-88,100.29,100.29,100.29,100.29
5-Apr-88,100.81,100.81,100.81,100.81
6-Apr-88,101.48,101.48,101.48,101.48
7-Apr-88,100.52,100.52,100.52,100.52
8-Apr-88,100.79,100.79,100.79,100.79
11-Apr-88,101.76,101.76,101.76,101.76
12-Apr-88,102.48,102.48,102.48,102.48
13-Apr-88,102.04,102.04,102.04,102.04
14-Apr-88,99.96,99.96,99.96,99.96
15-Apr-88,100.51,100.51,100.51,100.51
18-Apr-88,100.78,100.78,100.78,100.78
19-Apr-88,101,101,101,101
20-Apr-88,101.02,101.02,101.02,101.02
21-Apr-88,100.73,100.73,100.73,100.73
22-Apr-88,101.17,101.17,101.17,101.17
25-Apr-88,101.09,101.09,101.09,101.09
26-Apr-88,101.76,101.76,101.76,101.76
27-Apr-88,101.58,101.58,101.58,101.58
28-Apr-88,101.14,101.14,101.14,101.14
29-Apr-88,101.65,101.65,101.65,101.65
2-May-88,101.27,101.27,101.27,101.27
3-May-88,101.08,101.08,101.08,101.08
4-May-88,100.89,100.89,100.89,100.89
5-May-88,101.3,101.3,101.3,101.3
6-May-88,100.75,100.75,100.75,100.75
9-May-88,100.68,100.68,100.68,100.68
10-May-88,100.41,100.41,100.41,100.41
11-May-88,101.02,101.02,101.02,101.02
12-May-88,100.97,100.97,100.97,100.97
13-May-88,101.16,101.16,101.16,101.16
16-May-88,101.22,101.22,101.22,101.22
17-May-88,101.51,101.51,101.51,101.51
18-May-88,100.26,100.26,100.26,100.26
19-May-88,100.42,100.42,100.42,100.42
20-May-88,100.36,100.36,100.36,100.36
23-May-88,100.14,100.14,100.14,100.14
24-May-88,100.03,100.03,100.03,100.03
25-May-88,100.09,100.09,100.09,100.09
26-May-88,100.52,100.52,100.52,100.52
27-May-88,100.76,100.76,100.76,100.76
30-May-88,100.87,100.87,100.87,100.87
31-May-88,101.47,101.47,101.47,101.47
1-Jun-88,101.95,101.95,101.95,101.95
2-Jun-88,102.45,102.45,102.45,102.45
3-Jun-88,102.23,102.23,102.23,102.23
6-Jun-88,102.01,102.01,102.01,102.01
7-Jun-88,102.13,102.13,102.13,102.13
8-Jun-88,102.69,102.69,102.69,102.69
9-Jun-88,102.11,102.11,102.11,102.11
10-Jun-88,102.28,102.28,102.28,102.28
13-Jun-88,102.5,102.5,102.5,102.5
14-Jun-88,103.81,103.81,103.81,103.81
15-Jun-88,103.97,103.97,103.97,103.97
16-Jun-88,103.46,103.46,103.46,103.46
17-Jun-88,103.59,103.59,103.59,103.59
20-Jun-88,104.58,104.58,104.58,104.58
21-Jun-88,104.77,104.77,104.77,104.77
22-Jun-88,106.55,106.55,106.55,106.55
23-Jun-88,106.93,106.93,106.93,106.93
24-Jun-88,108.28,108.28,108.28,108.28
27-Jun-88,108.67,108.67,108.67,108.67
28-Jun-88,109.75,109.75,109.75,109.75
29-Jun-88,109.11,109.11,109.11,109.11
30-Jun-88,109.7,109.7,109.7,109.7
1-Jul-88,110.12,110.12,110.12,110.12
4-Jul-88,110.78,110.78,110.78,110.78
5-Jul-88,110.42,110.42,110.42,110.42
6-Jul-88,110.18,110.18,110.18,110.18
7-Jul-88,109.87,109.87,109.87,109.87
8-Jul-88,110,110,110,110
11-Jul-88,110.01,110.01,110.01,110.01
12-Jul-88,109.37,109.37,109.37,109.37
13-Jul-88,109.87,109.87,109.87,109.87
14-Jul-88,109.99,109.99,109.99,109.99
15-Jul-88,111.84,111.84,111.84,111.84
18-Jul-88,111.37,111.37,111.37,111.37
19-Jul-88,111.18,111.18,111.18,111.18
20-Jul-88,111.53,111.53,111.53,111.53
21-Jul-88,109.81,109.81,109.81,109.81
22-Jul-88,108.95,108.95,108.95,108.95
25-Jul-88,108.86,108.86,108.86,108.86
26-Jul-88,109.43,109.43,109.43,109.43
27-Jul-88,109.08,109.08,109.08,109.08
28-Jul-88,109.64,109.64,109.64,109.64
29-Jul-88,109.93,109.93,109.93,109.93
1-Aug-88,109.72,109.72,109.72,109.72
2-Aug-88,110.19,110.19,110.19,110.19
3-Aug-88,110.24,110.24,110.24,110.24
4-Aug-88,110.34,110.34,110.34,110.34
5-Aug-88,110.8,110.8,110.8,110.8
8-Aug-88,110.33,110.33,110.33,110.33
9-Aug-88,111,111,111,111
10-Aug-88,109.11,109.11,109.11,109.11
11-Aug-88,108.87,108.87,108.87,108.87
12-Aug-88,108.89,108.89,108.89,108.89
15-Aug-88,108.6,108.6,108.6,108.6
16-Aug-88,108.77,108.77,108.77,108.77
17-Aug-88,108.92,108.92,108.92,108.92
18-Aug-88,108.4,108.4,108.4,108.4
19-Aug-88,108.56,108.56,108.56,108.56
22-Aug-88,108.76,108.76,108.76,108.76
23-Aug-88,108.96,108.96,108.96,108.96
24-Aug-88,108.45,108.45,108.45,108.45
25-Aug-88,107.84,107.84,107.84,107.84
26-Aug-88,108.02,108.02,108.02,108.02
29-Aug-88,108.61,108.61,108.61,108.61
30-Aug-88,109,109,109,109
31-Aug-88,110.12,110.12,110.12,110.12
1-Sep-88,110.17,110.17,110.17,110.17
2-Sep-88,109.95,109.95,109.95,109.95
5-Sep-88,110.09,110.09,110.09,110.09
6-Sep-88,109.18,109.18,109.18,109.18
7-Sep-88,107.74,107.74,107.74,107.74
8-Sep-88,107.71,107.71,107.71,107.71
9-Sep-88,107.76,107.76,107.76,107.76
12-Sep-88,107.79,107.79,107.79,107.79
13-Sep-88,108.55,108.55,108.55,108.55
14-Sep-88,109.6,109.6,109.6,109.6
15-Sep-88,109.33,109.33,109.33,109.33
16-Sep-88,108.82,108.82,108.82,108.82
19-Sep-88,108.54,108.54,108.54,108.54
20-Sep-88,109.8,109.8,109.8,109.8
21-Sep-88,110.08,110.08,110.08,110.08
22-Sep-88,109.16,109.16,109.16,109.16
23-Sep-88,109.69,109.69,109.69,109.69
26-Sep-88,110.48,110.48,110.48,110.48
27-Sep-88,109.86,109.86,109.86,109.86
28-Sep-88,110.12,110.12,110.12,110.12
29-Sep-88,110.23,110.23,110.23,110.23
30-Sep-88,110.63,110.63,110.63,110.63
3-Oct-88,112.01,112.01,112.01,112.01
4-Oct-88,112.06,112.06,112.06,112.06
5-Oct-88,113.09,113.09,113.09,113.09
6-Oct-88,111.77,111.77,111.77,111.77
7-Oct-88,111.22,111.22,111.22,111.22
10-Oct-88,111.32,111.32,111.32,111.32
11-Oct-88,111.29,111.29,111.29,111.29
12-Oct-88,106.45,106.45,106.45,106.45
13-Oct-88,105.51,105.51,105.51,105.51
14-Oct-88,104.89,104.89,104.89,104.89
17-Oct-88,105.66,105.66,105.66,105.66
18-Oct-88,105.88,105.88,105.88,105.88
19-Oct-88,106.16,106.16,106.16,106.16
20-Oct-88,105.5,105.5,105.5,105.5
21-Oct-88,105.12,105.12,105.12,105.12
24-Oct-88,105.96,105.96,105.96,105.96
25-Oct-88,105.38,105.38,105.38,105.38
26-Oct-88,104.69,104.69,104.69,104.69
27-Oct-88,104.42,104.42,104.42,104.42
28-Oct-88,104.22,104.22,104.22,104.22
31-Oct-88,102.27,102.27,102.27,102.27
1-Nov-88,101.69,101.69,101.69,101.69
2-Nov-88,101.38,101.38,101.38,101.38
3-Nov-88,101.96,101.96,101.96,101.96
4-Nov-88,101.89,101.89,101.89,101.89
7-Nov-88,100.82,100.82,100.82,100.82
8-Nov-88,101.92,101.92,101.92,101.92
9-Nov-88,100.45,100.45,100.45,100.45
10-Nov-88,101.36,101.36,101.36,101.36
11-Nov-88,100.45,100.45,100.45,100.45
14-Nov-88,100.52,100.52,100.52,100.52
15-Nov-88,100.03,100.03,100.03,100.03
16-Nov-88,99.39,99.39,99.39,99.39
17-Nov-88,99.47,99.47,99.47,99.47
18-Nov-88,99.6,99.6,99.6,99.6
21-Nov-88,101.01,101.01,101.01,101.01
22-Nov-88,101.02,101.02,101.02,101.02
23-Nov-88,101.01,101.01,101.01,101.01
24-Nov-88,100.92,100.92,100.92,100.92
25-Nov-88,101.75,101.75,101.75,101.75
28-Nov-88,102.51,102.51,102.51,102.51
29-Nov-88,102.28,102.28,102.28,102.28
30-Nov-88,102.31,102.31,102.31,102.31
1-Dec-88,102.1,102.1,102.1,102.1
2-Dec-88,102.2,102.2,102.2,102.2
5-Dec-88,102.43,102.43,102.43,102.43
6-Dec-88,102.28,102.28,102.28,102.28
7-Dec-88,103.29,103.29,103.29,103.29
8-Dec-88,102.64,102.64,102.64,102.64
9-Dec-88,102.41,102.41,102.41,102.41
12-Dec-88,102.46,102.46,102.46,102.46
13-Dec-88,102.66,102.66,102.66,102.66
14-Dec-88,102.04,102.04,102.04,102.04
15-Dec-88,102.67,102.67,102.67,102.67
16-Dec-88,102.96,102.96,102.96,102.96
19-Dec-88,103.47,103.47,103.47,103.47
20-Dec-88,104.09,104.09,104.09,104.09
21-Dec-88,103.81,103.81,103.81,103.81
22-Dec-88,104.19,104.19,104.19,104.19
23-Dec-88,104.15,104.15,104.15,104.15
26-Dec-88,104.41,104.41,104.41,104.41
27-Dec-88,104.29,104.29,104.29,104.29
28-Dec-88,105.24,105.24,105.24,105.24
29-Dec-88,105.32,105.32,105.32,105.32
30-Dec-88,104.81,104.81,104.81,104.81
3-Jan-89,103.88,103.88,103.88,103.88
4-Jan-89,104.74,104.74,104.74,104.74
5-Jan-89,105.79,105.79,105.79,105.79
6-Jan-89,105.88,105.88,105.88,105.88
9-Jan-89,104.97,104.97,104.97,104.97
10-Jan-89,105.02,105.02,105.02,105.02
11-Jan-89,105.14,105.14,105.14,105.14
12-Jan-89,105.4,105.4,105.4,105.4
13-Jan-89,106.28,106.28,106.28,106.28
16-Jan-89,106.74,106.74,106.74,106.74
17-Jan-89,106.65,106.65,106.65,106.65
18-Jan-89,107.94,107.94,107.94,107.94
19-Jan-89,108.25,108.25,108.25,108.25
20-Jan-89,107.29,107.29,107.29,107.29
23-Jan-89,107.26,107.26,107.26,107.26
24-Jan-89,108,108,108,108
25-Jan-89,107.28,107.28,107.28,107.28
26-Jan-89,108.2,108.2,108.2,108.2
27-Jan-89,109.25,109.25,109.25,109.25
30-Jan-89,109.52,109.52,109.52,109.52
31-Jan-89,109.95,109.95,109.95,109.95
1-Feb-89,109.48,109.48,109.48,109.48
2-Feb-89,108.89,108.89,108.89,108.89
3-Feb-89,109.05,109.05,109.05,109.05
6-Feb-89,109.33,109.33,109.33,109.33
7-Feb-89,109.41,109.41,109.41,109.41
8-Feb-89,109.3,109.3,109.3,109.3
9-Feb-89,108.11,108.11,108.11,108.11
10-Feb-89,108.51,108.51,108.51,108.51
13-Feb-89,107.82,107.82,107.82,107.82
14-Feb-89,106.65,106.65,106.65,106.65
15-Feb-89,106.98,106.98,106.98,106.98
16-Feb-89,106.13,106.13,106.13,106.13
17-Feb-89,105.72,105.72,105.72,105.72
20-Feb-89,106.21,106.21,106.21,106.21
21-Feb-89,106.37,106.37,106.37,106.37
22-Feb-89,105.17,105.17,105.17,105.17
23-Feb-89,105.48,105.48,105.48,105.48
24-Feb-89,105.24,105.24,105.24,105.24
27-Feb-89,105.33,105.33,105.33,105.33
28-Feb-89,105.91,105.91,105.91,105.91
1-Mar-89,106.93,106.93,106.93,106.93
2-Mar-89,107.47,107.47,107.47,107.47
3-Mar-89,106.77,106.77,106.77,106.77
6-Mar-89,108.34,108.34,108.34,108.34
7-Mar-89,107.38,107.38,107.38,107.38
8-Mar-89,107.54,107.54,107.54,107.54
9-Mar-89,107.43,107.43,107.43,107.43
10-Mar-89,107.9,107.9,107.9,107.9
13-Mar-89,108.55,108.55,108.55,108.55
14-Mar-89,108.57,108.57,108.57,108.57
15-Mar-89,109.25,109.25,109.25,109.25
16-Mar-89,109.48,109.48,109.48,109.48
17-Mar-89,110.11,110.11,110.11,110.11
20-Mar-89,109.88,109.88,109.88,109.88
21-Mar-89,110.37,110.37,110.37,110.37
22-Mar-89,110.19,110.19,110.19,110.19
23-Mar-89,110.14,110.14,110.14,110.14
24-Mar-89,110.21,110.21,110.21,110.21
27-Mar-89,111.06,111.06,111.06,111.06
28-Mar-89,111.33,111.33,111.33,111.33
29-Mar-89,111.41,111.41,111.41,111.41
30-Mar-89,110.51,110.51,110.51,110.51
31-Mar-89,111.29,111.29,111.29,111.29
3-Apr-89,110.84,110.84,110.84,110.84
4-Apr-89,110.27,110.27,110.27,110.27
5-Apr-89,110.58,110.58,110.58,110.58
6-Apr-89,110.79,110.79,110.79,110.79
7-Apr-89,111.28,111.28,111.28,111.28
10-Apr-89,111.63,111.63,111.63,111.63
11-Apr-89,111.5,111.5,111.5,111.5
12-Apr-89,111.84,111.84,111.84,111.84
13-Apr-89,111.18,111.18,111.18,111.18
14-Apr-89,111.33,111.33,111.33,111.33
17-Apr-89,111.51,111.51,111.51,111.51
18-Apr-89,110.66,110.66,110.66,110.66
19-Apr-89,111.76,111.76,111.76,111.76
20-Apr-89,110.84,110.84,110.84,110.84
21-Apr-89,110.74,110.74,110.74,110.74
24-Apr-89,110.54,110.54,110.54,110.54
25-Apr-89,110.49,110.49,110.49,110.49
26-Apr-89,111.07,111.07,111.07,111.07
27-Apr-89,110.96,110.96,110.96,110.96
28-Apr-89,112.2,112.2,112.2,112.2
1-May-89,112.8,112.8,112.8,112.8
2-May-89,113.7,113.7,113.7,113.7
3-May-89,113.33,113.33,113.33,113.33
4-May-89,113.3,113.3,113.3,113.3
5-May-89,113.36,113.36,113.36,113.36
8-May-89,113.78,113.78,113.78,113.78
9-May-89,113.33,113.33,113.33,113.33
10-May-89,113.31,113.31,113.31,113.31
11-May-89,113.92,113.92,113.92,113.92
12-May-89,114.48,114.48,114.48,114.48
15-May-89,115.27,115.27,115.27,115.27
16-May-89,114.94,114.94,114.94,114.94
17-May-89,116.84,116.84,116.84,116.84
18-May-89,116.28,116.28,116.28,116.28
19-May-89,116.65,116.65,116.65,116.65
22-May-89,118.28,118.28,118.28,118.28
23-May-89,118.61,118.61,118.61,118.61
24-May-89,118.04,118.04,118.04,118.04
25-May-89,117.06,117.06,117.06,117.06
26-May-89,117.41,117.41,117.41,117.41
29-May-89,118.58,118.58,118.58,118.58
30-May-89,118.12,118.12,118.12,118.12
31-May-89,118.31,118.31,118.31,118.31
1-Jun-89,118.19,118.19,118.19,118.19
2-Jun-89,116.53,116.53,116.53,116.53
5-Jun-89,118.74,118.74,118.74,118.74
6-Jun-89,118.81,118.81,118.81,118.81
7-Jun-89,119.13,119.13,119.13,119.13
8-Jun-89,119.46,119.46,119.46,119.46
9-Jun-89,122.03,122.03,122.03,122.03
12-Jun-89,123.77,123.77,123.77,123.77
13-Jun-89,123.28,123.28,123.28,123.28
14-Jun-89,124.45,124.45,124.45,124.45
15-Jun-89,121.89,121.89,121.89,121.89
16-Jun-89,120.94,120.94,120.94,120.94
19-Jun-89,120.28,120.28,120.28,120.28
20-Jun-89,120.83,120.83,120.83,120.83
21-Jun-89,119.25,119.25,119.25,119.25
22-Jun-89,118.46,118.46,118.46,118.46
23-Jun-89,116.07,116.07,116.07,116.07
26-Jun-89,118.21,118.21,118.21,118.21
27-Jun-89,118.67,118.67,118.67,118.67
28-Jun-89,119.69,119.69,119.69,119.69
29-Jun-89,120.21,120.21,120.21,120.21
30-Jun-89,120.26,120.26,120.26,120.26
3-Jul-89,118.19,118.19,118.19,118.19
4-Jul-89,118.69,118.69,118.69,118.69
5-Jul-89,115.93,115.93,115.93,115.93
6-Jul-89,116.48,116.48,116.48,116.48
7-Jul-89,116.76,116.76,116.76,116.76
10-Jul-89,116.99,116.99,116.99,116.99
11-Jul-89,118.24,118.24,118.24,118.24
12-Jul-89,117.26,117.26,117.26,117.26
13-Jul-89,116.8,116.8,116.8,116.8
14-Jul-89,118.13,118.13,118.13,118.13
17-Jul-89,118.74,118.74,118.74,118.74
18-Jul-89,118.85,118.85,118.85,118.85
19-Jul-89,119.92,119.92,119.92,119.92
20-Jul-89,118.85,118.85,118.85,118.85
21-Jul-89,119.66,119.66,119.66,119.66
24-Jul-89,119.91,119.91,119.91,119.91
25-Jul-89,119.12,119.12,119.12,119.12
26-Jul-89,118.15,118.15,118.15,118.15
27-Jul-89,117.37,117.37,117.37,117.37
28-Jul-89,117.59,117.59,117.59,117.59
31-Jul-89,116.1,116.1,116.1,116.1
1-Aug-89,115.52,115.52,115.52,115.52
2-Aug-89,116.29,116.29,116.29,116.29
3-Aug-89,116.93,116.93,116.93,116.93
4-Aug-89,118.64,118.64,118.64,118.64
7-Aug-89,119.23,119.23,119.23,119.23
8-Aug-89,118.33,118.33,118.33,118.33
9-Aug-89,118.66,118.66,118.66,118.66
10-Aug-89,119.32,119.32,119.32,119.32
11-Aug-89,120.65,120.65,120.65,120.65
14-Aug-89,120.42,120.42,120.42,120.42
15-Aug-89,120.36,120.36,120.36,120.36
16-Aug-89,120.7,120.7,120.7,120.7
17-Aug-89,121.3,121.3,121.3,121.3
18-Aug-89,121.05,121.05,121.05,121.05
21-Aug-89,121.61,121.61,121.61,121.61
22-Aug-89,121.07,121.07,121.07,121.07
23-Aug-89,121.56,121.56,121.56,121.56
24-Aug-89,122.07,122.07,122.07,122.07
25-Aug-89,122.4,122.4,122.4,122.4
28-Aug-89,123.35,123.35,123.35,123.35
29-Aug-89,121.95,121.95,121.95,121.95
30-Aug-89,122.62,122.62,122.62,122.62
31-Aug-89,122.9,122.9,122.9,122.9
1-Sep-89,123.44,123.44,123.44,123.44
4-Sep-89,123.57,123.57,123.57,123.57
5-Sep-89,124.24,124.24,124.24,124.24
6-Sep-89,123.8,123.8,123.8,123.8
7-Sep-89,123.64,123.64,123.64,123.64
8-Sep-89,123.79,123.79,123.79,123.79
11-Sep-89,123.49,123.49,123.49,123.49
12-Sep-89,123.91,123.91,123.91,123.91
13-Sep-89,123.51,123.51,123.51,123.51
14-Sep-89,123.84,123.84,123.84,123.84
15-Sep-89,123.63,123.63,123.63,123.63
18-Sep-89,122.99,122.99,122.99,122.99
19-Sep-89,123.11,123.11,123.11,123.11
20-Sep-89,122.59,122.59,122.59,122.59
21-Sep-89,123.06,123.06,123.06,123.06
22-Sep-89,123.63,123.63,123.63,123.63
25-Sep-89,120.75,120.75,120.75,120.75
26-Sep-89,121.03,121.03,121.03,121.03
27-Sep-89,119.08,119.08,119.08,119.08
28-Sep-89,119.11,119.11,119.11,119.11
29-Sep-89,118.09,118.09,118.09,118.09
2-Oct-89,118.45,118.45,118.45,118.45
3-Oct-89,120.1,120.1,120.1,120.1
4-Oct-89,120.47,120.47,120.47,120.47
5-Oct-89,120.93,120.93,120.93,120.93
6-Oct-89,121.13,121.13,121.13,121.13
9-Oct-89,121.55,121.55,121.55,121.55
10-Oct-89,122.79,122.79,122.79,122.79
11-Oct-89,122.94,122.94,122.94,122.94
12-Oct-89,122.7,122.7,122.7,122.7
13-Oct-89,120.33,120.33,120.33,120.33
16-Oct-89,120.73,120.63,120.73,120.63
17-Oct-89,121.35,121.3,121.35,121.3
18-Oct-89,120.66,120.59,120.66,120.59
19-Oct-89,120.87,120.78,120.87,120.78
20-Oct-89,121.41,121.34,121.41,121.34
23-Oct-89,121.31,121.26,121.31,121.26
24-Oct-89,120.64,120.59,120.64,120.59
25-Oct-89,120.49,120.43,120.49,120.43
26-Oct-89,120.84,120.78,120.84,120.78
27-Oct-89,120.57,120.51,120.57,120.51
30-Oct-89,121.19,121.13,121.19,121.13
31-Oct-89,121.75,121.69,121.75,121.69
1-Nov-89,122.43,122.37,122.43,122.37
2-Nov-89,122.25,122.19,122.25,122.19
3-Nov-89,122.28,122.23,122.28,122.23
6-Nov-89,122.77,122.72,122.77,122.72
7-Nov-89,122.03,121.98,122.03,121.98
8-Nov-89,122.53,122.47,122.53,122.47
9-Nov-89,122.67,122.62,122.67,122.62
10-Nov-89,122.68,122.62,122.68,122.62
13-Nov-89,123.12,123.07,123.12,123.07
14-Nov-89,122.34,122.28,122.34,122.28
15-Nov-89,122.84,122.79,122.84,122.79
16-Nov-89,123.31,123.27,123.31,123.27
17-Nov-89,123.42,123.36,123.42,123.36
20-Nov-89,123.31,123.26,123.31,123.26
21-Nov-89,122.69,122.65,122.69,122.65
22-Nov-89,122.51,122.45,122.51,122.45
23-Nov-89,123.36,123.3,123.36,123.3
24-Nov-89,123.06,123,123.06,123
27-Nov-89,122.79,122.73,122.79,122.73
28-Nov-89,122.76,122.71,122.76,122.71
29-Nov-89,122.63,122.57,122.63,122.57
30-Nov-89,122.69,122.64,122.69,122.64
1-Dec-89,123.15,123.1,123.15,123.1
4-Dec-89,123.45,123.41,123.45,123.41
5-Dec-89,123.59,123.53,123.59,123.53
6-Dec-89,124.1,124.05,124.1,124.05
7-Dec-89,124.18,124.13,124.18,124.13
8-Dec-89,124.11,124.05,124.11,124.05
11-Dec-89,124.06,124.01,124.06,124.01
12-Dec-89,123.78,123.73,123.78,123.73
13-Dec-89,124.42,124.37,124.42,124.37
14-Dec-89,124.33,124.27,124.33,124.27
15-Dec-89,124.11,124.05,124.11,124.05
18-Dec-89,123.65,123.59,123.65,123.59
19-Dec-89,123.83,123.78,123.83,123.78
20-Dec-89,123.9,123.85,123.9,123.85
21-Dec-89,123.85,123.8,123.85,123.8
22-Dec-89,122.73,122.67,122.73,122.67
25-Dec-89,123.22,123.12,123.22,123.12
26-Dec-89,122.33,122.27,122.33,122.27
27-Dec-89,122.8,122.74,122.8,122.74
28-Dec-89,124.08,124.02,124.08,124.02
29-Dec-89,124.25,124.19,124.25,124.19
2-Jan-90,126.37,126.31,126.37,126.31
3-Jan-90,125.3,125.24,125.3,125.24
4-Jan-90,123.46,123.41,123.46,123.41
5-Jan-90,124.54,124.48,124.54,124.48
8-Jan-90,124.27,124.21,124.27,124.21
9-Jan-90,125.1,125.04,125.1,125.04
10-Jan-90,125.81,125.75,125.81,125.75
11-Jan-90,125.85,125.8,125.85,125.8
12-Jan-90,126,125.94,126,125.94
15-Jan-90,125.22,125.16,125.22,125.16
16-Jan-90,124.94,124.89,124.94,124.89
17-Jan-90,124.76,124.71,124.76,124.71
18-Jan-90,124.88,124.83,124.88,124.83
19-Jan-90,123.35,123.3,123.35,123.3
22-Jan-90,124.26,124.21,124.26,124.21
23-Jan-90,123.7,123.65,123.7,123.65
24-Jan-90,122.91,122.86,122.91,122.86
25-Jan-90,121.07,121.02,121.07,121.02
26-Jan-90,119.46,119.41,119.46,119.41
29-Jan-90,120.28,120.23,120.28,120.23
30-Jan-90,121.96,121.9,121.96,121.9
31-Jan-90,121.67,121.62,121.67,121.62
1-Feb-90,122.17,122.13,122.17,122.13
2-Feb-90,122.44,122.38,122.44,122.38
5-Feb-90,121.95,121.89,121.95,121.89
6-Feb-90,122.31,122.27,122.31,122.27
7-Feb-90,121.94,121.9,121.94,121.9
8-Feb-90,121.5,121.44,121.5,121.44
9-Feb-90,120.43,120.37,120.43,120.37
12-Feb-90,120.17,120.13,120.17,120.13
13-Feb-90,120.11,120.05,120.11,120.05
14-Feb-90,119.61,119.57,119.61,119.57
15-Feb-90,120.38,120.32,120.38,120.32
16-Feb-90,119.93,119.87,119.93,119.87
19-Feb-90,120.56,120.52,120.56,120.52
20-Feb-90,121.04,120.99,121.04,120.99
21-Feb-90,121.47,121.42,121.47,121.42
22-Feb-90,122.48,122.44,122.48,122.44
23-Feb-90,122.74,122.68,122.74,122.68
26-Feb-90,124.2,124.14,124.2,124.14
27-Feb-90,124.53,124.48,124.53,124.48
28-Feb-90,125.15,125.1,125.15,125.1
1-Mar-90,125.86,125.82,125.86,125.82
2-Mar-90,126.09,126.03,126.09,126.03
5-Mar-90,125.36,125.3,125.36,125.3
6-Mar-90,126.5,126.44,126.5,126.44
7-Mar-90,127.12,127.06,127.12,127.06
8-Mar-90,128,127.95,128,127.95
9-Mar-90,128.17,128.12,128.17,128.12
12-Mar-90,129.7,129.65,129.7,129.65
13-Mar-90,129.38,129.32,129.38,129.32
14-Mar-90,129.67,129.62,129.67,129.62
15-Mar-90,128.75,128.7,128.75,128.7
16-Mar-90,128.99,128.93,128.99,128.93
19-Mar-90,129.47,129.42,129.47,129.42
20-Mar-90,131.02,130.96,131.02,130.96
21-Mar-90,131.18,131.13,131.18,131.13
22-Mar-90,131.75,131.7,131.75,131.7
23-Mar-90,131.29,131.23,131.29,131.23
26-Mar-90,133.18,133.13,133.18,133.13
27-Mar-90,134.12,134.07,134.12,134.07
28-Mar-90,134.97,134.92,134.97,134.92
29-Mar-90,133.42,133.37,133.42,133.37
30-Mar-90,135.52,135.47,135.52,135.47
2-Apr-90,136.4,136.35,136.4,136.35
3-Apr-90,136.94,136.89,136.94,136.89
4-Apr-90,136.22,136.17,136.22,136.17
5-Apr-90,134.54,134.49,134.54,134.49
6-Apr-90,135.44,135.38,135.44,135.38
9-Apr-90,136.24,136.18,136.24,136.18
10-Apr-90,136.02,135.96,136.02,135.96
11-Apr-90,135.82,135.76,135.82,135.76
12-Apr-90,136.13,136.05,136.13,136.05
13-Apr-90,136.3,136.23,136.3,136.23
16-Apr-90,136.45,136.39,136.45,136.39
17-Apr-90,137.28,137.22,137.28,137.22
18-Apr-90,136.06,136,136.06,136
19-Apr-90,134.99,134.94,134.99,134.94
20-Apr-90,135.43,135.35,135.43,135.35
23-Apr-90,136,135.93,136,135.93
24-Apr-90,137.08,137.03,137.08,137.03
25-Apr-90,136.89,136.83,136.89,136.83
26-Apr-90,137.22,137.16,137.22,137.16
27-Apr-90,136.85,136.79,136.85,136.79
30-Apr-90,136.47,136.41,136.47,136.41
1-May-90,136.24,136.18,136.24,136.18
2-May-90,135.45,135.39,135.45,135.39
3-May-90,135.58,135.53,135.58,135.53
4-May-90,136.07,136.01,136.07,136.01
7-May-90,135.91,135.86,135.91,135.86
8-May-90,135.46,135.4,135.46,135.4
9-May-90,134.15,134.08,134.15,134.08
10-May-90,133.54,133.49,133.54,133.49
11-May-90,129.89,129.83,129.89,129.83
14-May-90,129.21,129.16,129.21,129.16
15-May-90,127.49,127.44,127.49,127.44
16-May-90,129.17,129.11,129.17,129.11
17-May-90,129.49,129.44,129.49,129.44
18-May-90,129.71,129.65,129.71,129.65
21-May-90,130.5,130.45,130.5,130.45
22-May-90,127.22,127.17,127.22,127.17
23-May-90,127.91,127.86,127.91,127.86
24-May-90,127.31,127.25,127.31,127.25
25-May-90,126.25,126.2,126.25,126.2
28-May-90,126,125.95,126,125.95
29-May-90,128.28,128.22,128.28,128.22
30-May-90,128.93,128.87,129.08,128.87
31-May-90,129.93,129.88,129.97,129.88
1-Jun-90,129.29,129.22,130.19,128.48
4-Jun-90,129.75,129.68,130.35,129.28
5-Jun-90,129.59,129.54,130.09,129.53
6-Jun-90,130.52,130.45,130.53,129.72
7-Jun-90,130.33,130.26,130.82,130.26
8-Jun-90,130.76,130.71,130.83,129.92
11-Jun-90,132.18,132.11,132.59,130.78
12-Jun-90,131.86,131.8,132.08,131.38
13-Jun-90,132.01,131.96,132.4,131.66
14-Jun-90,131.6,131.55,132.03,130.88
15-Jun-90,131.42,131.35,132.21,131.15
18-Jun-90,130.75,130.7,131.63,130.7
19-Jun-90,130.8,130.73,131.29,130.61
20-Jun-90,131.35,131.28,131.71,130.61
21-Jun-90,131.62,131.55,132.11,131.38
22-Jun-90,131.4,131.33,132.03,130.89
